1,START,START
1,Bonting,N
1,",",D
1,Ww,O
1,.,O
1,END,END
2,START,START
2,E,P
2,.,P
2,Wagner,N
2,",",D
2,Ww,O
2,END,END
3,START,START
3,E,P
3,.,P
3,Hintze,N
3,",",D
3,Parchen,O
3,rauherei⸗Beſitzer,O
3,.,O
3,END,END
4,START,START
4,E,P
4,.,P
4,Raſt,N
4,",",D
4,Maurerpolier,O
4,END,END
5,START,START
5,Hanſen,N
5,",",D
5,Ww,O
5,.,O
5,END,END
6,START,START
6,Lieben,N
6,",",D
6,Ww,O
6,END,END
7,START,START
7,Müſſigbrodt,N
7,",",D
7,Frl,O
7,",",D
7,Han,O
7,erin,O
7,.,O
7,END,END
8,START,START
8,Raſt,N
8,",",D
8,Klempner,O
8,.,O
8,END,END
9,START,START
9,Salinger,N
9,",",D
9,Topfer,O
9,.,O
9,END,END
10,START,START
10,E,P
10,.,P
10,Geſerick,N
10,",",D
10,Kaufmann,O
10,END,END
11,START,START
11,Rupprecht,N
11,",",D
11,Schloſſer,O
11,.,O
11,END,END
12,START,START
12,Schultze,N
12,",",D
12,Ww,O
12,END,END
13,START,START
13,Weaer,N
13,",",D
13,Cigarrenmacher,O
13,.,O
13,END,END
14,START,START
14,E,P
14,.,P
14,Taege,N
14,",",D
14,Klempnermſt,O
14,(Roſenthalerſtr,A
14,.,A
14,13),A
14,END,END
15,START,START
15,Engel,N
15,",",D
15,Weber,O
15,.,O
15,END,END
16,START,START
16,Ortlepp,N
16,",",D
16,Muſicus,O
16,END,END
17,START,START
17,Otto,N
17,",",D
17,Schloſer,O
17,.,O
17,END,END
18,START,START
18,Tornow,N
18,",",D
18,Schloſſer,O
18,.,O
18,END,END
19,START,START
19,Woltersdorff,N
19,",",D
19,Schuhm,O
19,END,END
20,START,START
20,Ohjack,N
20,",",D
20,Ww,O
20,.,O
20,END,END
21,START,START
21,Hannauſch,N
21,",",D
21,Frau,O
21,END,END
22,START,START
22,Hertel,N
22,",",D
22,Strumpfwirker,O
22,.,O
22,END,END
23,START,START
23,Mohr,N
23,",",D
23,Maſchinenbauer,O
23,END,END
24,START,START
24,Metſcher,N
24,",",D
24,Controleur,O
24,.,O
24,END,END
25,START,START
25,Muller,N
25,",",D
25,Maurer,O
25,.,O
25,END,END
26,START,START
26,Scholle,N
26,",",D
26,Tiſchler,O
26,.,O
26,END,END
27,START,START
27,E,P
27,.,P
27,Hecht,N
27,",",D
27,Victualienhdlr,O
27,.,O
27,Ww,O
27,.,D
27,END,END
28,START,START
28,Albrecht,N
28,",",D
28,Cigarrenmacher,O
28,END,END
29,START,START
29,Levnſohn,N
29,",",D
29,Schriftſeter,O
29,.,O
29,END,END
30,START,START
30,E,P
30,.,P
30,Kortmann,N
30,.,D
30,Schuhm,O
30,.,O
30,END,END
31,START,START
31,Lion,N
31,",",D
31,Meſſerſchmied,O
31,.,O
31,END,END
32,START,START
32,Ziegenfuß,N
32,",",D
32,Maurerpol,O
32,.,O
32,END,END
33,START,START
33,E,P
33,.,P
33,Dörre,N
33,",",N
33,J,N
33,.,N
33,",",D
33,Rentier,O
33,END,END
34,START,START
34,Bartſch,N
34,",",D
34,Rentier,O
34,.,O
34,END,END
35,START,START
35,Dörre,N
35,.,N
35,F,N
35,",",D
35,Schlächter,O
35,.,O
35,END,END
36,START,START
36,Wedekind,N
36,",",D
36,Dachdecker,O
36,END,END
37,START,START
37,Wenzel,N
37,",",D
37,Schriftetzer,O
37,.,O
37,END,END
38,START,START
38,E,P
38,.,P
38,Zeidler,N
38,",",D
38,Ww,O
38,.,O
38,(Münz,A
38,ſtraße,A
38,1),A
38,END,END
39,START,START
39,V,P
39,.,P
39,Kruger,N
39,",",D
39,Deſtillateur,O
39,.,O
39,END,END
40,START,START
40,Kinsky,N
40,",",D
40,Deſtillateur,O
40,.,O
40,END,END
41,START,START
41,Lange,N
41,",",D
41,Hausdiener,O
41,.,O
41,END,END
42,START,START
42,Peters,N
42,",",D
42,Schmied,O
42,END,END
43,START,START
43,Pfanner,N
43,",",D
43,Klempner,O
43,END,END
44,START,START
44,Sottwedel,N
44,",",D
44,Trodler,O
44,.,O
44,END,END
45,START,START
45,E,P
45,.,P
45,Zeidler,N
45,",",D
45,Ww,O
45,.,O
45,(Munz,A
45,END,END
46,START,START
46,END,END
47,START,START
47,ſtraße,A
47,1),A
47,END,END
48,START,START
48,V,P
48,.,P
48,Krüger,N
48,",",D
48,Deſtillateur,O
48,END,END
49,START,START
49,Havemann,N
49,",",D
49,Cigarrenfa⸗brikant,O
49,END,END
50,START,START
50,Kruger,N
50,",",D
50,Schiffhauer,O
50,.,O
50,END,END
51,START,START
51,Schulz,N
51,",",D
51,Tiſchler,O
51,.,O
51,END,END
52,START,START
52,Spade,N
52,",",D
52,Klempner,O
52,.,O
52,END,END
53,START,START
53,Sube,N
53,Kleidermacher,O
53,END,END
54,START,START
54,ſ,S
54,.,S
54,a,S
54,.,S
54,Thorſtr,S
54,.,S
54,10,S
54,.,S
54,END,END
55,START,START
55,E,P
55,.,P
55,Hahn,N
55,",",D
55,Rentier,O
55,(In⸗validenſtr,A
55,110),A
55,END,END
56,START,START
56,V,P
56,.,P
56,Hoffmann,N
56,",",D
56,Deſtilla⸗teur,O
56,(Thorſtr,A
56,.,A
56,10),A
56,.,A
56,END,END
57,START,START
57,Andauer,N
57,",",D
57,Bäcker,O
57,.,O
57,END,END
58,START,START
58,Beck,N
58,",",D
58,Sattler,O
58,.,O
58,END,END
59,START,START
59,Köhler,N
59,",",D
59,Zeugſchmied,O
59,.,O
59,END,END
60,START,START
60,Krauſe,N
60,",",D
60,Kaufmann,O
60,END,END
61,START,START
61,Lichterfeld,N
61,",",D
61,Ww,O
61,.,O
61,END,END
62,START,START
62,Liebert,N
62,",",D
62,Maurermſtr,O
62,.,O
62,END,END
63,START,START
63,Schulze,N
63,",",D
63,Kaufmann,O
63,.,O
63,END,END
64,START,START
64,Schumacher,N
64,",",D
64,Ww,O
64,.,O
64,END,END
65,START,START
65,Wachholz,N
65,",",D
65,Ww,O
65,.,O
65,END,END
66,START,START
66,a,S
66,.,S
66,d,S
66,.,S
66,Thorſtraße,S
66,.,S
66,END,END
67,START,START
67,END,END
68,START,START
68,a,S
68,.,S
68,d,S
68,.,S
68,Dresdenerſtr,S
68,.,S
68,END,END
69,START,START
69,E,P
69,.,P
69,Höhne,N
69,",",D
69,Rentier,O
69,(außer⸗,A
69,END,END
70,START,START
70,halb),A
70,.,A
70,END,END
71,START,START
71,V,P
71,.,P
71,Stolzenwald,N
71,",",D
71,Ww,O
71,END,END
72,START,START
72,Beſeler,N
72,",",D
72,Deſtillateur,O
72,.,O
72,END,END
73,START,START
73,Buttermilch,N
73,",",D
73,Pfropſen⸗ſchneider,O
73,.,O
73,Dunkel,N
73,.,D
73,Tapezier,O
73,.,O
73,Hänsler,N
73,",",D
73,Kaſſirer,O
73,.,O
73,Hepner,N
73,",",D
73,vw,O
73,.,O
73,Oberamt⸗mann,O
73,Kieburg,N
73,",",D
73,Lederarbeiter,O
73,.,O
73,Klitzke,N
73,",",D
73,Tiſchler,O
73,.,O
73,Lowe,N
73,",",D
73,Milchhändler,O
73,.,O
73,Oberländer,N
73,",",D
73,Tiſchler,O
73,Schmidt,N
73,",",D
73,Ww,O
73,.,O
73,Thiem,N
73,",",D
73,Ww,O
73,.,O
73,END,END
74,START,START
74,E,P
74,.,P
74,Groſſe,N
74,",",D
74,Schlachter,O
74,Breiter,N
74,",",D
74,Kaufmann,O
74,.,O
74,Duſing,N
74,",",D
74,Secretair,O
74,.,O
74,Fleißmann,N
74,",",D
74,Maurer,O
74,.,O
74,Jadownicka,N
74,",",D
74,Ww,O
74,Korbjumeit,N
74,",",D
74,Schneider,O
74,Kull,N
74,",",D
74,Schneider,O
74,.,O
74,Sydow,N
74,",",D
74,Diätar,O
74,END,END
75,START,START
75,E,P
75,.,P
75,Klugherz,N
75,",",D
75,Ww,O
75,(Be⸗thanien,A
75,Ufer,A
75,8),A
75,V,P
75,.,P
75,Niecke,N
75,",",D
75,Holzhändler,O
75,.,O
75,END,END
76,START,START
76,Bleſſe,N
76,",",D
76,Zeitungs⸗Spedi⸗teur,O
76,.,O
76,END,END
77,START,START
77,Fleucher,N
77,",",D
77,Wwm,O
77,END,END
78,START,START
78,Frentag,N
78,",",D
78,Tiſchler,O
78,END,END
79,START,START
79,Grunow,N
79,",",D
79,Ww,O
79,.,O
79,END,END
80,START,START
80,Ki,N
80,.,N
80,ſten,N
80,",",D
80,Waſſerrohrleger,O
80,END,END
81,START,START
81,Kühnel,N
81,",",D
81,Schneider,O
81,END,END
82,START,START
82,Lindenberg,N
82,",",D
82,Tiſchler,O
82,END,END
83,START,START
83,Muller,N
83,",",D
83,Zimmerpolier,O
83,END,END
84,START,START
84,Poſſelt,N
84,",",D
84,Ww,O
84,.,O
84,END,END
85,START,START
85,Satewski,N
85,.,D
85,Mechaniter,O
85,END,END
86,START,START
86,Schön,N
86,",",D
86,Schuhmacher,O
86,END,END
87,START,START
87,Steinhauſen,N
87,",",D
87,Handels⸗frau,O
87,END,END
88,START,START
88,Trke,N
88,",",D
88,Schankwirth,O
88,END,END
89,START,START
89,Waſchſeld,N
89,",",D
89,Wollſorter,O
89,END,END
90,START,START
90,Wenſch,N
90,",",D
90,Ww,O
90,.,O
90,END,END
91,START,START
91,E,P
91,.,P
91,Uhthoff,N
91,",",D
91,Ww,O
91,.,O
91,END,END
92,START,START
92,E,P
92,.,P
92,Hori,N
92,",",D
92,Fuhrherr,O
92,.,O
92,END,END
93,START,START
93,Albrecht,N
93,",",D
93,Tiſchler,O
93,END,END
94,START,START
94,Cordnan,N
94,",",D
94,Schuhmach,O
94,er,O
94,.,O
94,END,END
95,START,START
95,Dietrich,N
95,Tapezirer,O
95,.,O
95,END,END
96,START,START
96,Horit,N
96,",",D
96,Rentier,O
96,END,END
97,START,START
97,Klanke,N
97,",",D
97,Färler,O
97,.,O
97,END,END
98,START,START
98,Krezner,N
98,",",D
98,Steinchleifer,O
98,.,O
98,END,END
99,START,START
99,Krohne,N
99,",",D
99,Steindrucker,O
99,.,O
99,END,END
100,START,START
100,Kropp,N
100,",",D
100,Kgl,O
100,.,O
100,Fechtmenter,O
100,.,O
100,END,END
101,START,START
101,Niendorf,N
101,Schankwirth,O
101,END,END
102,START,START
102,Schulze,N
102,Kattundricker,O
102,.,O
102,END,END
103,START,START
103,Steguhn,N
103,Tiſchler,O
103,.,O
103,END,END
104,START,START
104,Untermann,N
104,Delicateſen⸗händler,O
104,END,END
105,START,START
105,Worm,N
105,Ww,O
105,END,END
106,START,START
106,E,P
106,.,P
106,Hellwig,N
106,Spediteur,O
106,END,END
107,START,START
107,Böth,N
107,Handelsmann,O
107,END,END
108,START,START
108,Bretſchneider,N
108,Klemper,O
108,END,END
109,START,START
109,Brunke,N
109,Stellmacher,O
109,END,END
110,START,START
110,Dau,N
110,Maler,O
110,END,END
111,START,START
111,John,N
111,",",D
111,Kanzleidiener,O
111,.,O
111,Koch,N
111,",",D
111,Geh,O
111,.,O
111,Kanzleidiener,O
111,.,O
111,Samſon,N
111,",",D
111,Banquier,O
111,.,O
111,Schäfer,N
111,",",D
111,Kaſtellan,O
111,",",O
111,Schmidt,N
111,",",D
111,Klempner,O
111,.,O
111,Stieff,N
111,",",D
111,Particulier,O
111,.,O
111,Wendt,N
111,",",D
111,Geh,O
111,.,O
111,Regierungs⸗Rath,O
111,.,O
111,Zander,N
111,",",D
111,Kanzleidiener,O
111,.,O
111,END,END
112,START,START
112,E,P
112,.,P
112,Rudolph,N
112,",",D
112,Tapezirer,O
112,(Markthallenſtr,A
112,.,A
112,E,A
112,.,A
112,1),A
112,END,END
113,START,START
113,E,P
113,.,P
113,de,N
113,la,N
113,Ror,N
113,",",D
113,Beamter,O
113,.,O
113,END,END
114,START,START
114,zwiſchen,S
114,10,S
114,und,S
114,11,S
114,Tieckſtraße,S
114,.,S
114,END,END
115,START,START
115,Meißner,N
115,",",N
115,L,N
115,.,N
115,",",D
115,Eitenbahn⸗Secretair,O
115,.,O
115,P,N
115,.,N
115,",",D
115,Magiſtrats⸗Secretair,O
115,.,O
115,END,END
116,START,START
116,E,P
116,.,P
116,Weel,N
116,",",D
116,Kaufmann,O
116,Conrad,N
116,",",D
116,Eiſenbahn⸗Secr,O
116,.,O
116,Eckle,N
116,.,N
116,",",D
116,Baumeiſter,O
116,.,O
116,Folmer,N
116,",",D
116,Poſamentier⸗waarenhändler,O
116,.,O
116,Gehrmann,N
116,",",D
116,Rentier,O
116,.,O
116,Junghans,N
116,",",D
116,vw,O
116,.,O
116,Major,O
116,.,O
116,—,N
116,",",D
116,Sec,O
116,.,O
116,⸗Lieut,O
116,.,O
116,Roll,N
116,",",D
116,Lehrer,O
116,.,O
116,Schäfer,N
116,",",D
116,Kaſuirer,O
116,.,O
116,Schneidewind,N
116,.,D
116,Holz⸗,O
116,und,O
116,Kohlenhändler,O
116,.,O
116,END,END
117,START,START
117,Freudemann,N
117,",",D
117,Geh,O
117,.,O
117,erp,O
117,.,O
117,Secretair,O
117,—,N
117,",",D
117,Ww,O
117,",",D
117,Rentiere,O
117,.,D
117,END,END
118,START,START
118,Buvrn,N
118,",",N
118,C,N
118,.,N
118,",",D
118,Kaufmann,O
118,.,O
118,",",D
118,Oelraffinerie,O
118,END,END
119,START,START
119,—,N
119,&,N
119,Preßler,N
119,",",D
119,Four⸗nierhdlg,O
119,(,A
119,.,A
119,1,A
119,.,A
119,April,A
119,Blumenſtr,A
119,64a,A
119,65,A
119,END,END
120,START,START
120,v,N
120,Berger,N
120,Sec,O
120,Lieut,O
120,END,END
121,START,START
121,uttlar,N
121,Brandenfel⸗Sec,O
121,Lieut,O
121,END,END
122,START,START
122,Kaſerne,S
122,des,S
122,1,S
122,u,S
122,.,S
122,Bat,S
122,Kalſer,S
122,⸗,S
122,Alerander,S
122,Garde,S
122,Gr,S
122,Reg,S
122,Nr,S
122,1,S
122,END,END
123,START,START
123,E,P
123,.,P
123,Kirſtein,N
123,",",D
123,Dr,O
123,.,O
123,me⸗d,O
123,(Münzſtr .,A
123,.,A
123,18),A
123,.,A
123,END,END
124,START,START
124,zu,S
124,Münzſtr,S
124,.,S
124,19,S
124,geh,S
124,.,S
124,END,END
125,START,START
125,Stempell,N
125,",",D
125,Buchhändler,O
125,(vom,A
125,1,A
125,.,A
125,April:,A
125,Krau⸗ſenſtr,A
125,.,A
125,41),A
125,.,A
125,END,END
126,START,START
126,v,N
126,.,N
126,Boddien,N
126,",",D
126,Prem,O
126,.,O
126,⸗Lieut,O
126,.,O
126,END,END
127,START,START
127,S,N
127,chmidt,N
127,Schrh,O
127,ſcher,O
127,END,END
128,START,START
128,Ancker,N
128,Poſt⸗Amts,O
128,ſuiſt,O
128,END,END
129,START,START
129,Li,N
129,nmbecker,N
129,Schmied,O
129,END,END
130,START,START
130,E,P
130,.,P
130,Kuehn,N
130,Riltergutsber,O
130,außerhalb),A
130,END,END
131,START,START
131,Schulgebäude,S
131,.,S
131,geh,S
131,.,S
131,zu,S
131,Hirtenſtr,S
131,.,S
131,4,S
131,.,S
131,END,END
132,START,START
132,Illig,N
132,",",D
132,Telegrph,O
132,.,O
132,⸗Direct,O
132,.,O
132,⸗Secretair,O
132,.,O
132,END,END
